ACANTHACEAE#ADHATODA VASICA#QUERCETIN
POLYGONACEAE#POLYGONUM BAICALENSE#QUERCETIN
POLYGONACEAE#POLYGONUM BALDSCHUANICUM#QUERCETIN
POLYGONACEAE#POLYGONUM BELOPHYLLUM#QUERCETIN
POLYGONACEAE#POLYGONUM BISTORTA#QUERCETIN
POLYGONACEAE#POLYGONUM BISTORTA_ssp.CARNEUM#QUERCETIN-3-O-ALPHA-L-GLUCURONIDE
POLYGONACEAE#POLYGONUM BLUMEI#QUERCETIN
POLYGONACEAE#POLYGONUM BUCHARICUM#QUERCETIN
POLYGONACEAE#POLYGONUM CALCATUM#QUERCETIN
POLYGONACEAE#POLYGONUM CAPITATUM#QUERCETIN
POLYGONACEAE#POLYGONUM CARNEUM#QUERCETIN
POLYGONACEAE#POLYGONUM CHINENSE#QUERCETIN
POLYGONACEAE#POLYGONUM CHINENSE_var.UMBELLATUM#QUERCETIN
POLYGONACEAE#POLYGONUM COGNATUM#
POLYGONACEAE#POLYGONUM CONVOLVULUS#QUERCETIN
POLYGONACEAE#POLYGONUM CORIARIUM#QUERCETIN
POLYGONACEAE#POLYGONUM CUSPIDATUM#QUERCETIN
POLYGONACEAE#POLYGONUM DEBILE#QUERCETIN
POLYGONACEAE#POLYGONUM DIVARICATUM#QUERCETIN
POLYGONACEAE#POLYGONUM DUMETORUM#QUERCETIN
POLYGONACEAE#POLYGONUM ELLIPTICUM#QUERCETIN
POLYGONACEAE#POLYGONUM EQUISETIFORME#QUERCETIN
POLYGONACEAE#POLYGONUM FILIFORME#QUERCETIN#QUERCETIN-3-ALPHA-L-RHAMNOSIDE-2''-GALLATE
POLYGONACEAE#POLYGONUM FILIFORME_var.NEOFILIFORME#QUERCETIN
POLYGONACEAE#POLYGONUM FLACCIDUM#QUERCETIN
POLYGONACEAE#POLYGONUM GLABRUM#QUERCETIN
POLYGONACEAE#POLYGONUM GRACILE#QUERCETIN
POLYGONACEAE#POLYGONUM HISSARICUM#QUERCETIN
POLYGONACEAE#POLYGONUM HYDROPIPER#QUERCETIN#QUERCETIN,3'-METHYL:#QUERCETIN,4'-7-DIMETHYL:#QUERCETIN-3-SULFATE
POLYGONACEAE#POLYGONUM LANIGERUM#QUERCETIN
POLYGONACEAE#POLYGONUM LAPATHIFOLIUM#QUERCETIN#QUERCETIN-3-O-BETA-(2''-GALLOYL)-GLUCOPYRANOSIDE#QUERCETIN-3-O-BETA-(2''-GALLOYL)-RHAMNOPYRANOSIDE#QUERCETIN-3-O-BETA-(6''-FERULOYL)-GALACTOPYRANOSIDE#QUERCETIN-3-O-BETA-D-(2''-FERULOYL)-GALACTOPYRANOSIDE#QUERCETIN-3-O-BETA-D-(2''-GALLOYL)-GLUCOPYRANOSIDE#QUERCETIN-3-O-BETA-D-(2''-GALLOYL)-RHAMNOPYRANOSIDE#QUERCETIN-3-O-BETA-L-ARABINOPYRANOSIDE
POLYGONACEAE#POLYGONUM LAPATHIFOLIUM_ssp.NODOSUM#QUERCETIN
POLYGONACEAE#POLYGONUM LAPATHIFOLIUM_ssp.TOMENTOSUM#QUERCETIN#QUERCETIN-3-O-BETA-D-(6''-O-GALLOYL)-GALACTOPYRANOSIDE
POLYGONACEAE#POLYGONUM LAXMANNII#QUERCETIN
POLYGONACEAE#POLYGONUM LEUCOCLADUM#QUERCETIN
POLYGONACEAE#POLYGONUM LIMOSUM#QUERCETIN
POLYGONACEAE#POLYGONUM LONGISETUM#QUERCETIN-3-O-ARABINOGLUCOSIDE
POLYGONACEAE#POLYGONUM LUXURIANS#QUERCETIN
POLYGONACEAE#POLYGONUM MANSCHURIENSE#QUERCETIN
POLYGONACEAE#POLYGONUM MARITIMUM#QUERCETIN
POLYGONACEAE#POLYGONUM MINUS#QUERCETIN
POLYGONACEAE#POLYGONUM MOLLIAEFORME#QUERCETIN
POLYGONACEAE#POLYGONUM NITENS#QUERCETIN
POLYGONACEAE#POLYGONUM NODOSUM#QUERCETIN#QUERCETIN-3-BETA-D-GLUCOPYRANOSIDE-2''-GALLATE#QUERCETIN-3-O-BETA-D-GLUCOPYRANOSIDE-2''-GALLATE
POLYGONACEAE#POLYGONUM ORIENTALE#QUERCETIN#QUERCETIN-7-O-ALPHA-L-RHAMNOSIDE
POLYGONACEAE#POLYGONUM PACIFICUM#QUERCETIN
POLYGONACEAE#POLYGONUM PAMIRICUM#QUERCETIN
POLYGONACEAE#POLYGONUM PARONYCHIOIDES#QUERCETIN
POLYGONACEAE#POLYGONUM PATULUM#QUERCETIN
POLYGONACEAE#POLYGONUM PERFOLIATUM#QUERCETIN
POLYGONACEAE#POLYGONUM PERSICARIA#QUERCETIN
POLYGONACEAE#POLYGONUM PLEBEIUM#QUERCETIN
POLYGONACEAE#POLYGONUM POLYSTACHYUM#QUERCETIN
POLYGONACEAE#POLYGONUM REGELIANUM#QUERCETIN
POLYGONACEAE#POLYGONUM RELICTUM#QUERCETIN
POLYGONACEAE#POLYGONUM SACHALINENSE#QUERCETIN#QUERCETIN-3-O-BETA-D-GLUCOFURANOSIDE
POLYGONACEAE#POLYGONUM SALICIFOLIUM#QUERCETIN-3-O-(2''-O-GALLOYL)-BETA-D-GLUCOPYRANOSIDE
POLYGONACEAE#POLYGONUM SCABRUM#QUERCETIN
POLYGONACEAE#POLYGONUM SENEGALENSE#QUERCETIN#QUERCETIN-3-(2''-GALLOYL-GLUCOSIDE)#QUERCETIN-3-O-(2''-O-GALLOYL-GLUCOSIDE)
POLYGONACEAE#POLYGONUM SENTICOSUM#QUERCETIN
POLYGONACEAE#POLYGONUM SERICEUM#QUERCETIN
POLYGONACEAE#POLYGONUM SIBIRICUM#QUERCETIN
POLYGONACEAE#POLYGONUM SIEBOLDII#QUERCETIN
POLYGONACEAE#POLYGONUM SONGARICUM#QUERCETIN
POLYGONACEAE#POLYGONUM STELLIGERUM#
POLYGONACEAE#POLYGONUM STRIGOSUM#QUERCETIN
POLYGONACEAE#POLYGONUM THYMIFOLIUM#QUERCETIN
POLYGONACEAE#POLYGONUM TOMENTOSUM#QUERCETIN
POLYGONACEAE#POLYGONUM TRIPTEROCARPUM#QUERCETIN
POLYGONACEAE#POLYGONUM VISCOFERUM#QUERCETIN
POLYGONACEAE#POLYGONUM VIVIPARUM#QUERCETIN
POLYGONACEAE#POLYGONUM WEYRICHII#QUERCETIN
POLYGONACEAE#POLYGONUM YOKUSAIANUM#QUERCETIN
POLYGONACEAE#RHEUM MAXIMOWICZII#QUERCETIN
POLYGONACEAE#RHEUM RHAPONTICUM#QUERCETIN
POLYGONACEAE#RHEUM TANGUTICUM_var.TANGUTICUM#QUERCETIN
POLYGONACEAE#RUMEX ACETOSA#
POLYGONACEAE#RUMEX AEGYPTIACUS#QUERCETIN-3-GLUCURONIDE
POLYGONACEAE#RUMEX ALTISSIMUS#QUERCETIN
POLYGONACEAE#RUMEX BUCEPHALOPHORUS#QUERCETIN
POLYGONACEAE#RUMEX CHALEPENSIS#QUERCETIN-3-O-ALPHA-L-RHAMNOSYL(1-6)-BETA-D-GLUCOSIDE#QUERCETIN-3-O-BETA-D-GLUCOPYRANOSYL(1-4)-BETA-D-GALACTOSIDE
POLYGONACEAE#RUMEX CONFERTUS#QUERCETIN
POLYGONACEAE#RUMEX CONGLOMERATUS#QUERCETIN
POLYGONACEAE#RUMEX CRISPUS#QUERCETIN-3-GLUCURONIDE
POLYGONACEAE#RUMEX CRISPUS_ssp.JAPONICUS#QUERCETIN
POLYGONACEAE#RUMEX CYPRIUS#QUERCETIN
POLYGONACEAE#RUMEX DENTATUS#QUERCETIN
POLYGONACEAE#RUMEX DENTATUS_ssp.DENTATUS#QUERCETIN-3-GLUCURONIDE
POLYGONACEAE#RUMEX DENTATUS_ssp.MESOPOTARNICUS#QUERCETIN-3-GLUCURONIDE
POLYGONACEAE#RUMEX DICTYOCARPUS#QUERCETIN
POLYGONACEAE#RUMEX MARITIMUS#QUERCETIN
POLYGONACEAE#RUMEX OBTUSIFOLIUS#QUERCETIN
POLYGONACEAE#RUMEX PICTUS#QUERCETIN-3-O-ARABINOSYL-GALACTOSIDE#QUERCETIN-3-O-[2'''-O-ACETYL-ALPHA-L-ARABINOPYRANOSYL(1-6)-BETA-D-GALACTOPYRANOSYL]
POLYGONACEAE#RUMEX PULCHER#QUERCETIN-3-GLUCURONIDE
POLYGONACEAE#RUMEX VESICARIUS#QUERCETIN
POLYGONACEAE#TRIPLARIS CUMINGIANA#QUERCETIN-3-O-ALPHA-L-(5''-O-GALLOYL)-ARABINOFURANOSIDE
POLYPODIACEAE#LEPISORUS USSURIENSIS#
POLYPODIACEAE#PHLEBODIUM AUREUM#QUERCETIN-3-O-RHAMNOGLUCOSIDE
POLYPODIACEAE#PHLEBODIUM DECUMANUM#QUERCETIN-3-O-RHAMNOGLUCOSIDE
POLYPODIACEAE#PHLEBODIUM DICTYOCALLIS#QUERCETIN-3-O-RHAMNOGLUCOSIDE
POLYPODIACEAE#PITYROGRAMMA TRIANGULARIS#QUERCETIN-3-O-ALPHA-L-GLUCOSIDE
POLYPODIACEAE#POLYPODIUM VULGARE#QUERCETIN
POLYPODIACEAE#PYRROSIA LINGUA#QUERCETIN#QUERCETIN,ISO:
PORTULACACEAE#PORTULACA OLERACEA#QUERCETIN
PRIMULACEAE#ANAGALLIS ARVENSIS#QUERCETIN
PRIMULACEAE#ANAGALLIS ARVENSIS_var.ARVENSIS#QUERCETIN-3-7-DIGLUCOSIDE#QUERCETIN-3-GLUCURONOSYL-GLUCOSIDE
PRIMULACEAE#ANAGALLIS ARVENSIS_var.CAERULEA#QUERCETIN-3-GLUCURONOSYL-GLUCOSIDE
PRIMULACEAE#ANAGALLIS ARVENSIS_var.LATIFOLIA#QUERCETIN-3-7-DIGLUCOSIDE#QUERCETIN-3-GLUCURONOSYL-GLUCOSIDE
PRIMULACEAE#ANAGALLIS LINIFOLIA#QUERCETIN
PRIMULACEAE#ANDROSACE LACTEA#QUERCETIN
PRIMULACEAE#ANDROSACE LANUGINOSA#QUERCETIN
PRIMULACEAE#ANDROSACE OBTUSIFOLIA#QUERCETIN
PRIMULACEAE#ANDROSACE SARMENTOSA#QUERCETIN
PRIMULACEAE#ANDROSACE SEMPERVIVOIDES#QUERCETIN
PRIMULACEAE#ANDROSACE SEPTENTRIONALIS#QUERCETIN
PRIMULACEAE#ANDROSACE VILLOSA#QUERCETIN
PRIMULACEAE#ASTEROLINON STELLATUM#QUERCETIN
PRIMULACEAE#CENTUNCULUS MINIMUS#QUERCETIN
PRIMULACEAE#CORIS HISPANICA#QUERCETIN
PRIMULACEAE#CORIS MONSPELIENSIS#QUERCETIN
PRIMULACEAE#CORTUSA MATTHIOLII#QUERCETIN
PRIMULACEAE#CYCLAMEN GRAECUM#QUERCETIN
PRIMULACEAE#CYCLAMEN PERSICUM_cv.BONFIRE#QUERCETIN-3-O-3(G)-RHAMNOSYL-RUTINOSIDE
PRIMULACEAE#CYCLAMEN PERSICUM_cv.SIERRA#QUERCETIN-3-O-2(G)-RHAMNOSYL-RUTINOSIDE
PRIMULACEAE#DIONYSIA ARETIOIDES#QUERCETIN
PRIMULACEAE#DIONYSIA DIAPENSIAEFOLIA#QUERCETIN
PRIMULACEAE#DIONYSIA REVOLUTA#QUERCETIN
PRIMULACEAE#DODECATHEON CLEVELANDII#QUERCETIN
PRIMULACEAE#DODECATHEON CUSICKII#QUERCETIN
PRIMULACEAE#DODECATHEON MEADIA#QUERCETIN
PRIMULACEAE#DOUGLASIA VITALIANA#QUERCETIN
PRIMULACEAE#GLAUX MARITIMA#QUERCETIN
PRIMULACEAE#LYSIMACHIA ATROPURPUREA#QUERCETIN
PRIMULACEAE#LYSIMACHIA BARYSTACHYS#QUERCETIN-3-O-RHAMNOSYL-GLUCOSIDE
PRIMULACEAE#LYSIMACHIA CAPILLIPES#QUERCETIN#QUERCETIN-3-O-(2-6-DI-ALPHA-L-RHAMNOPYRANOSYL)-BETA-D-GALACTOPYRANOSIDE
PRIMULACEAE#LYSIMACHIA CHRISTINAE#QUERCETIN
PRIMULACEAE#LYSIMACHIA CLETHROIDES#
PRIMULACEAE#LYSIMACHIA CONGESTIFLORA#QUERCETIN
PRIMULACEAE#LYSIMACHIA CUSPIDATA#QUERCETIN
PRIMULACEAE#LYSIMACHIA DAPHNOIDES#QUERCETIN-3-O-DIGLYCOSIDE
PRIMULACEAE#LYSIMACHIA DAVURICA#QUERCETIN
PRIMULACEAE#LYSIMACHIA FILIFOLIA#QUERCETIN-3-O-DIGLYCOSIDE
PRIMULACEAE#LYSIMACHIA FORTUNEI#QUERCETIN-3-O-(2-6-DI-O-ALPHA-RHAMNOPYRANOSYL-BETA-GALACTOPYRANOSIDE)#QUERCETIN-3-O-RHAMNOSYL(1-2)-GALACTOSIDE#QUERCETIN-3-O-RHAMNOSYL-GALACTOSIDE
PRIMULACEAE#LYSIMACHIA GLUTINOSA#QUERCETIN-3-O-DIGLYCOSIDE
PRIMULACEAE#LYSIMACHIA HILLEBRANDII#QUERCETIN-3-O-DIGLYCOSIDE
PRIMULACEAE#LYSIMACHIA INIKI#QUERCETIN-3-O-DIGLYCOSIDE
PRIMULACEAE#LYSIMACHIA JAPONICA#QUERCETIN
PRIMULACEAE#LYSIMACHIA KALALAUENSIS#QUERCETIN-3-O-DIGLYCOSIDE
PRIMULACEAE#LYSIMACHIA MAXIMA#QUERCETIN-3-O-DIGLYCOSIDE
PRIMULACEAE#LYSIMACHIA NUMMULARIA#QUERCETIN#QUERCETIN-3-O-(2-6-DI-O-RHAMNOPYRANOSYL-BETA-GALACTOPYRANOSIDE)#QUERCETIN-3-O-NEOHESPERIDOSIDE
PRIMULACEAE#LYSIMACHIA OVOIDEA#QUERCETIN-3-O-DIGLYCOSIDE
PRIMULACEAE#LYSIMACHIA PENDENS#QUERCETIN-3-O-DIGLYCOSIDE
PRIMULACEAE#LYSIMACHIA REMYI_ssp.CALIGINIS#QUERCETIN-3-O-DIGLYCOSIDE
PRIMULACEAE#LYSIMACHIA REMYI_ssp.KIPAHULENSIS#QUERCETIN-3-O-DIGLYCOSIDE
PRIMULACEAE#LYSIMACHIA REMYI_ssp.REMYI#QUERCETIN-3-O-DIGLYCOSIDE
PRIMULACEAE#LYSIMACHIA REMYI_ssp.SUBHERBACEA#QUERCETIN-3-O-DIGLYCOSIDE
PRIMULACEAE#LYSIMACHIA SCOPULENSIS#QUERCETIN-3-O-DIGLYCOSIDE
PRIMULACEAE#LYSIMACHIA THYRSIFLORA#QUERCETIN
PRIMULACEAE#LYSIMACHIA VULGARIS#QUERCETIN
PRIMULACEAE#LYSIMACHIA VULGARIS_var.DAVURICA#
PRIMULACEAE#LYSIMACHIA WAIANAEENSIS#QUERCETIN-3-O-DIGLYCOSIDE
PRIMULACEAE#PRIMULA POLYANTHA#QUERCETIN-3-O-(BETA-D-GLUCOPYRANOSYL(1-2)O-BETA-D-GLUCOPYRANOSYL(1-6)-BETA-D-GLUCOPYRANOSIDE)
PRIMULACEAE#PRIMULA VERIS#QUERCETIN#QUERCETIN-3-O-(GLUCOSYL-(1-2)-GLUCOSYL-(1-6)-GLUCOSIDE#QUERCETIN-3-O-(RHAMNOSYL)-ROBINOBIOSIDE#QUERCETIN-3-O-GENTIOBIOSIDE#QUERCETIN-3-O-ROBINOBIOSIDE
PRIMULACEAE#SOLDANELLA ALPINA#QUERCETIN
PRIMULACEAE#SOLDANELLA MONTANA#QUERCETIN
PRIMULACEAE#SOLDANELLA RETICULATA#QUERCETIN
PRIMULACEAE#STEIRONEMA CILIATUM#QUERCETIN
PRIMULACEAE#STEIRONEMA HETEROPHYLLUM#QUERCETIN
PRIMULACEAE#STEIRONEMA RADICANS#QUERCETIN
PRIMULACEAE#TRIENTALIS AMERICANA#QUERCETIN
PRIMULACEAE#TRIENTALIS EUROPAEA#QUERCETIN
PROTEACEAE#AULAX CNEORIFOLIA#QUERCETIN
PROTEACEAE#AULAX PALLASIA#QUERCETIN
PROTEACEAE#GREVILLEA ROBUSTA#QUERCETIN
PROTEACEAE#LEUCADENDRON ABIETINUM#QUERCETIN
PROTEACEAE#LEUCADENDRON ADSCENDENS#QUERCETIN
PROTEACEAE#LEUCADENDRON AEMULUM#QUERCETIN
PROTEACEAE#LEUCADENDRON CINEREUM#QUERCETIN
PROTEACEAE#LEUCADENDRON CORYMBOSUM#QUERCETIN
PROTEACEAE#LEUCADENDRON CRASSIFOLIUM#QUERCETIN
PROTEACEAE#LEUCADENDRON EUCALYPTIFOLIUM#QUERCETIN
PROTEACEAE#LEUCADENDRON GALPINII#QUERCETIN
PROTEACEAE#LEUCADENDRON GLABRUM#QUERCETIN
PROTEACEAE#LEUCADENDRON RAMOSISSIMUM#QUERCETIN
PROTEACEAE#LEUCADENDRON SALIGNUM#QUERCETIN
PROTEACEAE#LEUCOSPERMUM ALPINUM_ssp.AMOENUM#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM ATTENUATUM#QUERCETIN
PROTEACEAE#LEUCOSPERMUM BOLUSII#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM BUXIFOLIUM#QUERCETIN
PROTEACEAE#LEUCOSPERMUM CALLIGERUM#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM CATHERINAE#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM CONOCARPODENDRON#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM CORDATUM#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM CORDIFOLIUM#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM CUNEIFORME#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM ERUBESCENS#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM FORMOSUM#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM FULGENS#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM GLABRUM#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM GUEINZII#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM INNOVANS#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM LINEARE#QUERCETIN#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM MUIRII#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM MUNDII#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM OLEIFOLIUM#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM PLURIDENS#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM PRAECOX#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM PROSTRATUM#QUERCETIN
PROTEACEAE#LEUCOSPERMUM REFLEXUM#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM ROYENIFOLIUM#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM SAXOSUM#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM SPATHULATUM#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM TOMENTOSUM#QUERCETIN#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM TOTTUM#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM TRUNCATULUM#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM UTRICULOSUM#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LEUCOSPERMUM VESTITUM#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
PROTEACEAE#LOMATIA HIRSUTA#QUERCETIN
PROTEACEAE#MIMETES HOTTENTOTICA#QUERCETIN
PROTEACEAE#MIMETES LYRIGERA#QUERCETIN
PROTEACEAE#PARANOMUS MEDIUS#QUERCETIN
PROTEACEAE#PARANOMUS SPICATUS#QUERCETIN
PROTEACEAE#PROTEA HIRTA_ssp.GLABRESCENS#QUERCETIN
PROTEACEAE#PROTEA INCOMPTA#QUERCETIN
PROTEACEAE#PROTEA LAURIFOLIA#QUERCETIN
PROTEACEAE#PROTEA MARGINATA#QUERCETIN
PROTEACEAE#PROTEA MUNDII#QUERCETIN
PROTEACEAE#PROTEA NERIIFOLIA#QUERCETIN
PROTEACEAE#PROTEA OBTUSIFOLIA#QUERCETIN
PROTEACEAE#PROTEA SIMPLEX#QUERCETIN
PSILOTACEAE#TMESIPTERIS TANNENSIS#QUERCETIN
PTERIDACEAE#ADIANTUM AETHIOPICUM#QUERCETIN,ISO:
PTERIDACEAE#ADIANTUM CAPILLUS-VENERIS#QUERCETIN-3-O-(6''-MALONYL)-D-GALACTOSIDE
PTERIDACEAE#CHEILANTHES FLEXUOSA#QUERCETIN-3-O-GALACTOSYL-GALACTOSIDE
PTERIDACEAE#CHEILANTHES FRAGRANS#QUERCETIN#QUERCETIN-3-O-BETA-D-GLUCOSYL(1-4)-GALACTOSYL-RHAMNOSIDE#QUERCETIN-3-O-GALACTOSIDE-7-O-NEOHESPERIDOSIDE#QUERCETIN-3-O-GLUCOSIDE-7-O-NEOHESPERIDOSIDE#QUERCETIN-3-O-GLUCOSYL-(1-4)-GALACTOSYL-RHAMNOSIDE
PTERIDACEAE#CHEILANTHES GOYAZENSIS#QUERCETIN-3-O-GALACTOSYL-GALACTOSIDE
PTERIDACEAE#NOTHOLAENA CALIFORNICA#
PTERIDACEAE#NOTHOLAENA LIMITANEA_var.MEXICANA#QUERCETIN,3-3'-4'-7-TETRAMETHOXY:
PTERIDACEAE#NOTHOLAENA PALLENS#
PTERIDACEAE#NOTHOLAENA SULPHUREA#QUERCETIN,7-3-DIMETHYL:
PTERIDACEAE#ONYCHIUM LUCIDUM#QUERCETIN,3-7-DIMETHOXY:
PTERIDACEAE#PELLAEA GLEICHENIOIDES#QUERCETIN-3-O-GALACTOSYL-GLUCOSIDE
PTERIDACEAE#PELLAEA PINNATA#QUERCETIN-3-O-RHAMNOSYL-RHAMNOSIDE
PTERIDACEAE#PELLAEA RIEDELII#QUERCETIN-3-O-GALACTOSYL-GALACTOSIDE
PTERIDACEAE#PTERIS GRANDIFOLIA#QUERCETIN
PUNICACEAE#PUNICA GRANATUM#QUERCETIN
PYROLACEAE#CHIMAPHILA UMBELLATA_var.OCCIDENTALIS#QUERCETIN
PYROLACEAE#PYROLA JAPONICA#QUERCETIN
PYROLACEAE#PYROLA PURPUREA#QUERCETIN-3-O-ARABINOFURANOSIDE
PYROLACEAE#PYROLA ROTUNDIFOLIA#QUERCETIN-3-O-BETA-D-GALACTOSIDE-2''-GALLATE
PYROLACEAE#PYROLA ROTUNDIFOLIA_var.CHINENSIS#QUERCETIN
RANUNCULACEAE#ACONITUM BAICALENSE#QUERCETIN-7-O-ALPHA-L-RHAMNOPYRANOSIDE
RANUNCULACEAE#ACONITUM KIRINENSE#QUERCETIN
RANUNCULACEAE#ACONITUM LYCOCTONUM#QUERCETIN
RANUNCULACEAE#ACONITUM NAPELLUS#QUERCETIN
RANUNCULACEAE#ACONITUM NAPELLUS_ssp.NEOMONTANUM#QUERCETIN-7-O-(6-TRANS-CAFFEOYL)-BETA-GLUCOPYRANOSYL(1-3)-ALPHA-RHAMNOPYRANOSIDE-3-O-BETA-GLUCOPYRANOSIDE#QUERCETIN-7-O-(6-TRANS-CAFFEOYL)-BETA-GLUCOPYRANOSYL(1-3)-ALPHA-RHAMNOPYRANSISD-3-O-BETA-GLUCOPYRANOSIDE
RANUNCULACEAE#ACONITUM NAPELLUS_ssp.TAURICUM#QUERCETIN-3-O-(6-TRANS-CAFFEOYL)-BETA-GLUCOPYRANOSYL(1-2)-BETA-GLUCOPYRANOSIDE-7-O-ALPHA-RHAMNOPYRANOSIDE#QUERCETIN-3-O-(6-TRANS-PARA-COUMAROYL)-BETA-GLUCOPRYRANOSYL(1-2)-BETA-GLUCOPYRANOSIDE-7-O-ALPHA-RHAMNOPYRANOSIDE#QUERCETIN-3-O-(6-TRANS-PARA-COUMAROYL)-BETA-GLUCOPYRANOSYL(1-2)-BETA-GLUCOPYRANOSIDE-7-O-ALPHA-RHAMNOPYRANOSIDE
RANUNCULACEAE#ACONITUM ORIENTALE#QUERCETIN-3-7-DI-O-BETA-D-GLUCOSYL-O-ALPHA-L-RHAMNOSIDE
RANUNCULACEAE#ACONITUM PANICULATUM#QUERCETIN-3-O-BETA-(2''-ACETYL)-GALACTOPYRANOSIDE-7-O-ALPHA-ARABINOPYRANOSIDE
RANUNCULACEAE#ACONITUM SEPTENTRIONALE#QUERCETIN
RANUNCULACEAE#ACONITUM VULPARIA#QUERCETIN-3-7-DI-O-ALPHA-RHAMNOPYRANOSIDE#QUERCETIN-3-7-DIRHAMNOSIDE#QUERCETIN-3-O-BETA-D-GLUCOSIDE-7-O-RHAMNOSIDE#QUERCETIN-3-O-BETA-GLUCOPYRANOSIDE-7-O-ALPHA-RHAMNOPYRANOSIDE
RANUNCULACEAE#ACTAEA SPICATA#QUERCETIN
RANUNCULACEAE#ANEMONE ALPINA#QUERCETIN
RANUNCULACEAE#ANEMONE ALPINA_var.EUALPINA#QUERCETIN
RANUNCULACEAE#ANEMONE ALPINA_var.SULPHUREA#QUERCETIN
RANUNCULACEAE#ANEMONE BALDENSIS#QUERCETIN
RANUNCULACEAE#ANEMONE HEPATICA#QUERCETIN
RANUNCULACEAE#ANEMONE NEMOROSA#QUERCETIN#QUERCETIN-3-ALPHA-GLUCURONIDE
RANUNCULACEAE#ANEMONE RUPESTRIS_ssp.GELIDA#QUERCETIN-3-GALACTOSIDE-7-RHAMNOSIDE
RANUNCULACEAE#ANEMONE VERNALIS#QUERCETIN
RANUNCULACEAE#CALTHA PALUSTRIS#QUERCETIN
RANUNCULACEAE#CIMICIFUGA ACERINA#QUERCETIN-3-O-ARABINOPYRANOSYL(1-6)-GALACTOPYRANOSIDE
RANUNCULACEAE#CIMICIFUGA DAHURICA#QUERCETIN-3-O-ARABINOPYRANOSYL(1-6)-GALACTOPYRANOSIDE
RANUNCULACEAE#CIMICIFUGA EUROPAEA#QUERCETIN
RANUNCULACEAE#CIMICIFUGA FOETIDA#QUERCETIN-3-O-ARABINOPYRANOSYL(1-6)-GALACTOPYRANOSIDE
RANUNCULACEAE#CIMICIFUGA HERACLEIFOLIA#QUERCETIN-3-O-ARABINOPYRANOSYL(1-6)-GALACTOPYRANOSIDE
RANUNCULACEAE#CIMICIFUGA JAPONICA#QUERCETIN-3-O-ARABINOPYRANOSYL(1-6)-GALACTOPYRANOSIDE
RANUNCULACEAE#CIMICIFUGA SIMPLEX#QUERCETIN-3-O-ARABINOPYRANOSYL(1-6)-GALACTOPYRANOSIDE
RANUNCULACEAE#CLEMATIS ALPINA#QUERCETIN
RANUNCULACEAE#CLEMATIS CIRRHOSA#QUERCETIN
RANUNCULACEAE#CLEMATIS FLAMMULA#QUERCETIN
