ACANTHACEAE#ANISACANTHUS VIRGULARIS#LUTEOLIN
CYPERACEAE#CYPERUS SPHAEROIDEUS#LUTEOLIN
CYPERACEAE#CYPERUS SQUARROSUS#LUTEOLIN
CYPERACEAE#CYPERUS SUBULATUS#LUTEOLIN
CYPERACEAE#CYPERUS TENUISPICA#LUTEOLIN
CYPERACEAE#CYPERUS TRINERVIS#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#CYPERUS UNIOLOIDES#LUTEOLIN
CYPERACEAE#ELEOCHARIS BRASSII#LUTEOLIN
CYPERACEAE#ELEOCHARIS COLORADOENSIS#LUTEOLIN
CYPERACEAE#ELEOCHARIS DIETRICHIANA#LUTEOLIN
CYPERACEAE#ELEOCHARIS GENICULATA#LUTEOLIN#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#ELEOCHARIS MINUTA#LUTEOLIN#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#ELEOCHARIS PUSILLA#LUTEOLIN
CYPERACEAE#ELEOCHARIS SPHACELATA#LUTEOLIN
CYPERACEAE#EVANDRA ARISTATA#LUTEOLIN
CYPERACEAE#FIMBRISTYLIS DICHOTOMA#LUTEOLIN
CYPERACEAE#FIMBRISTYLIS MACRANTHA#LUTEOLIN
CYPERACEAE#FIMBRISTYLIS OXYSTACHYA#LUTEOLIN
CYPERACEAE#FIMBRISTYLIS PACHYPTERA#LUTEOLIN
CYPERACEAE#FIMBRISTYLIS SQUARRULOSA#LUTEOLIN
CYPERACEAE#FIMBRISTYLIS TETRAGONA#LUTEOLIN
CYPERACEAE#GAHNIA ASPERA#LUTEOLIN
CYPERACEAE#GAHNIA DEUSTA#LUTEOLIN
CYPERACEAE#GAHNIA FILIFOLIA#LUTEOLIN
CYPERACEAE#GAHNIA MICROSTACHYA#LUTEOLIN
CYPERACEAE#GAHNIA RADULA#LUTEOLIN
CYPERACEAE#GAHNIA SIEBERIANA#LUTEOLIN
CYPERACEAE#GAHNIA SUBAEQUIGLUMIS#LUTEOLIN
CYPERACEAE#GYMNOSCHOENUS ANCEPS#LUTEOLIN
CYPERACEAE#GYMNOSCHOENUS SPHAEROCEPHALUS#LUTEOLIN#LUTEOLIN-5-GLYCOSIDE
CYPERACEAE#HYMENOCHAETA GROSSA#LUTEOLIN
CYPERACEAE#ISOLEPIS HOOKERIANA#LUTEOLIN
CYPERACEAE#ISOLEPIS HUMILLIMA#LUTEOLIN
CYPERACEAE#ISOLEPIS PLATYCARPA#LUTEOLIN
CYPERACEAE#ISOLEPIS PRODUCTA#LUTEOLIN#LUTEOLIN-5-GLYCOSIDE
CYPERACEAE#ISOLEPIS SEPULCRALIS#LUTEOLIN
CYPERACEAE#KYLLINGA ALBA#LUTEOLIN
CYPERACEAE#KYLLINGA CRASSIPES#LUTEOLIN
CYPERACEAE#LAGENOCARPUS ALBO-NIGER_CV.SCLERIA#LUTEOLIN#LUTEOLIN,6-HYDROXY:
CYPERACEAE#LAGENOCARPUS DUSENII#LUTEOLIN#LUTEOLIN,6-HYDROXY:
CYPERACEAE#LAGENOCARPUS MARTII#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#LAGENOCARPUS RIGIDUS_CV.TREMULUS#LUTEOLIN#LUTEOLIN,6-HYDROXY:
CYPERACEAE#LEPIDOSPERMA COSTALE#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#LEPIDOSPERMA FLEXUOSUM#LUTEOLIN
CYPERACEAE#LEPIDOSPERMA FORSYTHII#LUTEOLIN
CYPERACEAE#LEPIDOSPERMA PRUINOSUM#LUTEOLIN
CYPERACEAE#LEPIDOSPERMA TENUE#LUTEOLIN
CYPERACEAE#LEPIRONIA ARTICULATA#LUTEOLIN
CYPERACEAE#LIPOCARPHA ATRA#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#LIPOCARPHA MICROCEPHALA#LUTEOLIN#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#LIPOCARPHA SENEGALENSIS#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#MESOMELAENA PREISSII#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#MESOMELAENA STYGIA_CV.STYGIA#LUTEOLIN#LUTEOLIN-7-METHYL ETHER
CYPERACEAE#MESOMELAENA TETRAGONA#LUTEOLIN
CYPERACEAE#PYCREUS ANGULATUS#LUTEOLIN
CYPERACEAE#PYCREUS LANCEOLATUS#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#PYCREUS MUNDTII#LUTEOLIN
CYPERACEAE#PYCREUS NIGRICANS#LUTEOLIN
CYPERACEAE#PYCREUS NUERENSIS#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#PYCREUS POLYSTACHYUS#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#PYCREUS PSEUDODIAPHANUS#LUTEOLIN-5-METHYL ETHER#LUTEOLIN-5-METHYL ETHER 7-O-BETA-D-GLUCOSIDE
CYPERACEAE#REEDIA SPATHACEA#LUTEOLIN#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#REMIREA MARITIMA#LUTEOLIN,7-O-BETA-D-GLUCOSIDE:
CYPERACEAE#RHYNCHOSPORA BROWNII#LUTEOLIN
CYPERACEAE#RHYNCHOSPORA HETEROCHAETA#LUTEOLIN
CYPERACEAE#RHYNCHOSPORA RUBRA#LUTEOLIN
CYPERACEAE#SCHOENOPLECTUS LAEVIS#LUTEOLIN
CYPERACEAE#SCHOENUS APOGON#LUTEOLIN
CYPERACEAE#SCHOENUS ASPEROCARPUS#LUTEOLIN
CYPERACEAE#SCHOENUS BIFIDUS#LUTEOLIN
CYPERACEAE#SCHOENUS BREVIFOLIUS#LUTEOLIN
CYPERACEAE#SCHOENUS CALOSTACHYUS#LUTEOLIN
CYPERACEAE#SCHOENUS CLANDESTINUS#LUTEOLIN
CYPERACEAE#SCHOENUS CURVIFOLIUS#LUTEOLIN
CYPERACEAE#SCHOENUS ERICETORUM#LUTEOLIN
CYPERACEAE#SCHOENUS FALCATUS#LUTEOLIN
CYPERACEAE#SCHOENUS FLUITANS#LUTEOLIN
CYPERACEAE#SCHOENUS HEXANDRUS#LUTEOLIN
CYPERACEAE#SCHOENUS LATITANS#LUTEOLIN
CYPERACEAE#SCHOENUS MOOREI#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#SCHOENUS PALUDOSUS#LUTEOLIN
CYPERACEAE#SCHOENUS SCABRIPES#LUTEOLIN
CYPERACEAE#SCHOENUS SESQUISPICULUS#LUTEOLIN
CYPERACEAE#SCHOENUS SPECIES#LUTEOLIN
CYPERACEAE#SCHOENUS SUBAPHYLLUS#LUTEOLIN
CYPERACEAE#SCHOENUS SUBFLAVUS#LUTEOLIN#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#SCIRPUS POLYSTACHYUS#LUTEOLIN
CYPERACEAE#SCIRPUS WICHURAI#LUTEOLIN
CYPERACEAE#SCLERIA ATERRIMA#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#SCLERIA BULBIFERA#LUTEOLIN-5-METHYL ETHER 7-O-BETA-D-GLUCOSIDE
CYPERACEAE#SCLERIA DEPRESSA#LUTEOLIN-5-METHYL ETHER 7-O-BETA-D-GLUCOSIDE
CYPERACEAE#SCLERIA GRACILLIMA#LUTEOLIN-5-METHYL ETHER 7-O-BETA-D-GLUCOSIDE
CYPERACEAE#SCLERIA LAGOENSIS#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#SCLERIA MELANOTRICHA#LUTEOLIN-5-METHYL ETHER 7-O-BETA-D-GLUCOSIDE
CYPERACEAE#SCLERIA NOVAE-HOLLANDIAE#LUTEOLIN
CYPERACEAE#SCLERIA PTEROTA#LUTEOLIN-5-METHYL ETHER
CYPERACEAE#SCLERIA RUGOSA#LUTEOLIN
CYPERACEAE#SCLERIA TRICUSPIDATA#LUTEOLIN
CYPERACEAE#TETRARIA OCTANDRA#LUTEOLIN
CYPERACEAE#TRICOSTULARIA COMPRESSA#LUTEOLIN
CYPERACEAE#TRICOSTULARIA UNDULATA#LUTEOLIN
CYPERACEAE#UNCINIA COMPACTA#LUTEOLIN
CYPERACEAE#UNCINIA SILVESTRIS#LUTEOLIN
DICRANACEAE#DICRANOLOMA BILLARDIERI#BILUTEOLIN,5'-6'':#BILUTEOLIN,5'-6'': 2''-3''-DIHYDRO:
DICRANACEAE#DICRANOLOMA ROBUSTUM#BILUTEOLIN,2'-6'':#BILUTEOLIN,2'-6'': 2-3-DIHYDRO:#BILUTEOLIN,5'-6'':#BILUTEOLIN,5'-6'': 2''-3''-DIHYDRO:#BILUTEOLIN,5'-8'':
DICRANACEAE#DICRANUM SCOPARIUM#LUTEOLIN,5'-8''-BI:#LUTEOLIN-7-O-NEOHESPERIDOSIDE
DIPSACACEAE#CEPHALARIA PASTRICENSIS#LUTEOLIN-7-ARABINO(1-6)-GLUCOSIDE
DIPSACACEAE#CEPHALARIA PROCERA#LUTEOLIN#LUTEOLIN-7-O-ALPHA-L-DIGALACTOSIDE
DIPSACACEAE#DIPSACUS SYLVESTRIS#LUTEOLIN
DIPSACACEAE#KNAUTIA ARVENSIS#LUTEOLIN
DIPSACACEAE#LOMELOSIA DIVARICATA#LUTEOLIN
DIPSACACEAE#SCABIOSA OCHROLEUCA#LUTEOLIN
DIPSACACEAE#SCABIOSA SUCCISA#LUTEOLIN
DIPSACACEAE#SUCCISELLA INFLEXA#LUTEOLIN
DITRICHACEAE#CERATODON PURPUREUS#LUTEOLIN
DRYOPTERIDACEAE#DRYOPTERIS ERYTHROSORA#LUTEOLINIDIN
EPHEDRACEAE#EPHEDRA ANTISYPHILITICA#LUTEOLIN-6-C-HEXOSYL-8-C-PENTOSIDE#LUTEOLIN-8-C-XYLOSIDE
EQUISETACEAE#EQUISETUM ARVENSE#GALUTEOLIN#LUTEOLIN#LUTEOLIN-5-O-(6''-O-MALONYL-BETA-D-GLUCOPYRANOSIDE)#LUTEOLIN-5-O-(6''-O-MALONYL-GLUCOSIDE)
EQUISETACEAE#EQUISETUM RAMOSISSIMUM#LUTEOLIN-5-O-BET_x0001_A-D-GLUCOSIDE
EQUISETACEAE#EQUISETUM RAMOSISSIMUM_CV.DEBILE#GALUTEOLIN
EQUISETACEAE#EQUISETUM RAMOSISSIMUM_CV.RAMOSISSIMUM#GALUTEOLIN
EQUISETACEAE#EQUISETUM SYLVESTRIS#GALUTEOLIN
EQUISETACEAE#EQUISETUM TELMATEIA#GALUTEOLIN
ERICACEAE#CAVENDISHIA BOMAREOIDES#LUTEOLIN
ERIOCAULACEAE#LEIOTHRIX CRASSIFOLIA#LUTEOLIN-7-O-TRIGLYCOSIDE#LUTEOLIN-C-GLYCOSIDE
ERIOCAULACEAE#LEIOTHRIX CURVIFOLIA#LUTEOLIN
ERIOCAULACEAE#LEIOTHRIX CURVIFOLIA_VAR.CURVIFOLIA#LUTEOLIN-C-GLYCOSIDE
ERIOCAULACEAE#LEIOTHRIX CURVIFOLIA_VAR.MUCRONATA#LUTEOLIN-7-O-TRIGLYCOSIDE#LUTEOLIN-C-GLYCOSIDE
ERIOCAULACEAE#LEIOTHRIX PLANTAGO#LUTEOLIN-7-O-TRIGLYCOSIDE#LUTEOLIN-C-GLYCOSIDE
ERIOCAULACEAE#LEIOTHRIX SCLEROPHYLLA#LUTEOLIN-7-O-TRIGLYCOSIDE#LUTEOLIN-C-GLYCOSIDE
ERIOCAULACEAE#LEIOTHRIX SPIRALIS#LUTEOLIN-7-O-DIARABINOSIDE#LUTEOLIN-C-GLYCOSIDE
ERIOCAULACEAE#LEIOTHRIX VIVIPARA#LUTEOLIN-7-O-TRIGLYCOSIDE#LUTEOLIN-C-GLYCOSIDE
ERIOCAULACEAE#PAEPALANTHUS PLANIFOLIUS#LUTEOLIN,6-HYDROXY: 4'-7-DI-O-BETA-D-GLUCOSIDE#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GLUCOSIDE#LUTEOLIN-6-8-DI-C-BETA-GLUCOPYRANOSIDE
ERYTHROXYLACEAE#ERYTHROXYLUM LEAL-COSTAE#LUTEOLIN,6-HYDROXY: 6-RHAMNOSIDE#LUTEOLIN,8-HYDROXY: 8-RHAMNOSIDE
ERYTHROXYLACEAE#ERYTHROXYLUM NOVOGRANATENSE_VAR.NOVOGRANATENSE)#LUTEOLIN-3'-ETHOXY-4'-HYDROXY-3-RHAMNOSYL#LUTEOLIN-3'-HYDROXY-4'-HYDROXY-3-TRIACETYL-RHAMNOSYL
EUPHORBIACEAE#BISCHOFIA JAVANICA#LUTEOLIN#LUTEOLIN-5-O-GLUCOSIDE
EUPHORBIACEAE#CHROZOPHORA BROCCHIANA#LUTEOLIN#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE
EUPHORBIACEAE#CHROZOPHORA OBLIQUA#LUTEOLIN#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE
EUPHORBIACEAE#CHROZOPHORA ROTTLERI#LUTEOLIN#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE
EUPHORBIACEAE#CHROZOPHORA TINCTORIA#LUTEOLIN#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE
EUPHORBIACEAE#CHROZOPHORA VERBASCIFOLIA#LUTEOLIN#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE
EUPHORBIACEAE#EUPHORBIA HIRTA#LUTEOLIN
EUPHORBIACEAE#MACARANGA PELTATA#LUTEOLIN
EUPHORBIACEAE#MACARANGA VEDELIANA#LUTEOLIN
EUPHORBIACEAE#MALLOTUS METCALFIANUS#LUTEOLIN-7-O-(4''-O-(CIS)-COUMAROYL)-BETA-D-GLUCOPYRANOSIDE
EUPHORBIACEAE#SPERANSKIA TUBERCULATA#LUTEOLIN
EUPHORBIACEAE#SUREGADA MULTIFLORA#LUTEOLIN-4'-7-DIMETHYL ETHER 3'-O-BETA-D-GLUCOSIDE
FABACEAE#ABRUS PRECATORIUS#LUTEOLIN
FABACEAE#ACACIA AROMA#LUTEOLIN
FABACEAE#ACACIA CAVEN#LUTEOLIN
FABACEAE#ACACIA FURCATISPINA#LUTEOLIN
FABACEAE#ACACIA PRAECOX#LUTEOLIN
FABACEAE#ACACIA SALIGNA#LUTEOLIN
FABACEAE#ACACIA TORTILIS#LUTEOLIN
FABACEAE#ALBIZIA JULIBRISSIN#LUTEOLIN#LUTEOLIN-7-NEOHESPERIDOSIDE
FABACEAE#AMMOTHAMNUS LEHMANNII#LUTEOLIN
FABACEAE#AMORPHA FRUTICOSA#LUTEOLIN
FABACEAE#ARACHIS HYPOGAEA#LUTEOLIN
FABACEAE#ARACHIS HYPOGAEA_CV.TAINAN#LUTEOLIN
FABACEAE#ASPALATHUS LINEARIS#LUTEOLIN#LUTEOLIN,5-HYDROXY-3'-4'-7-TRI-O-METHYL:
FABACEAE#ASPALATHUS LINEARIS_CV.PINIFOLIA#LUTEOLIN
FABACEAE#ASPALATHUS LINEARUS#LUTEOLIN
FABACEAE#ASTRAGALUS COLUTEOCARPUS#LUTEOLIN
FABACEAE#ASTRAGALUS FLOCCOSIFOLIUS#LUTEOLIN
FABACEAE#ASTRAGALUS KABADIANUS#LUTEOLIN
FABACEAE#ASTRAGALUS MEMBRANACEUS#LUTEOLIN
FABACEAE#ASTRAGALUS QUISQUALIS#LUTEOLIN
FABACEAE#BAPTISIA ALBA#7-O-RHAMNOGLUCOSIDE#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY:#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAPTISIA ARACHNIFERA#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY: 7-O-RHAMNOGLUCOSIDE#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAPTISIA AUSTRALIS#7-O-RHAMNOGLUCOSIDE#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY:#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAPTISIA BRACTEATA#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY: 7-O-RHAMNOGLUCOSIDE#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAPTISIA CALYCOSA#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY: 7-O-RHAMNOGLUCOSIDE#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAPTISIA CINEREA#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY: 7-O-RHAMNOGLUCOSIDE#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAPTISIA HIRSUTA#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY: 7-O-RHAMNOGLUCOSIDE#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAPTISIA LANCEOLATA#7-O-RHAMNOGLUCOSIDE#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY:#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAPTISIA LECONTII#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY: 7-O-RHAMNOGLUCOSIDE#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAPTISIA LEUCANTHA#7-O-RHAMNOGLUCOSIDE#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY:#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAPTISIA LEUCOPHAEA#7-O-RHAMNOGLUCOSIDE#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY:#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAPTISIA MEGACARPA#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY: 7-O-RHAMNOGLUCOSIDE#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAPTISIA NUTTALLIANA#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY: 7-O-RHAMNOGLUCOSIDE#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAPTISIA PERFOLIATA#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY: 7-O-RHAMNOGLUCOSIDE#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAPTISIA SIMPLICIFOLIA#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY: 7-O-RHAMNOGLUCOSIDE#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAPTISIA SPHAEROCARPA#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY: 7-O-RHAMNOGLUCOSIDE#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAPTISIA TINCTORIA#LUTEOLIN#LUTEOLIN,4'-7-DIHYDROXY: 7-O-RHAMNOGLUCOSIDE#LUTEOLIN-7-O-GALACTOSIDE#LUTEOLIN-7-O-RHAMNOGLUCOSIDE
FABACEAE#BAUHINIA MANCA#LUTEOLIN-3'-5-DIMETHYL ETHER
FABACEAE#BAUHINIA SIRINDHORNIAE#LUTEOLIN
FABACEAE#BAUHINIA TARAPOTENSIS#LUTEOLIN-4'-O-BETA-D-GLUCOPYRANOSIDE
FABACEAE#CAESALPINIA GILLIESII#LUTEOLIN
FABACEAE#CAJANUS CAJAN#LUTEOLIN
FABACEAE#CALICOTOME VILLOSA#LUTEOLIN#LUTEOLIN-7-(6''-O-ACETYL)-O-BETA-D-GLUCOPYRANOSIDE
FABACEAE#CARAGANA ALAICA#LUTEOLIN-7-O-GALACTOPYRANOSIDE#LUTEOLIN-7-O-GALACTOSIDE
FABACEAE#CASSIA ABSUS#LUTEOLIN
FABACEAE#CASSIA ALATA#LUTEOLIN
FABACEAE#CASSIA BIFLORA#LUTEOLIN
FABACEAE#CASSIA DIDYMOBOTRYA#LUTEOLIN
FABACEAE#CASSIA GLANDULOSA#LUTEOLIN
FABACEAE#CASSIA JAVANICA#LUTEOLIN-4-7-DIGLUCOSIDE
FABACEAE#CASSIA NOMAME#LUTEOLIN
FABACEAE#CASSIA ROGEONII#LUTEOLIN
FABACEAE#CASSIA SIAMEA#LUTEOLIN
FABACEAE#CASSIA TOROSA#LUTEOLIN
FABACEAE#CICER FLEXUOSUM#LUTEOLIN
FABACEAE#CICER MOGOLTAVICUM#LUTEOLIN
FABACEAE#CYCLOPIA GENISTOIDES#LUTEOLIN
FABACEAE#CYCLOPIA INTERMEDIA#LUTEOLIN#LUTEOLIN,3'-4'-5-7-TETRA-O-ACETYL:
FABACEAE#CYCLOPIA SESSILIFLORA#LUTEOLIN
FABACEAE#DALBERGIA MALABARICA#LUTEOLIN-4'-O-NEOHESPERIDOSIDE
FABACEAE#DALBERGIA PANICULATA#LUTEOLIN
FABACEAE#DALBERGIA STIPULACEA#LUTEOLIN#LUTEOLIN-4'-RUTINOSIDE
FABACEAE#DIOCLEA LASIOPHYLLA#LUTEOLIN-3'-BETA-D-GLUCOSIDE
FABACEAE#DOLICHOS LABLAB#LUTEOLIN#LUTEOLIN-4'-O-BETA-D-GLUCOPYRANOSIDE
FABACEAE#ERYTHRINA INDICIA#LUTEOLIN-6-8-DI-C-ALPHA-L-RHAMNOPYRANOSIDE
FABACEAE#GALEGA OFFICINALIS#GALUTEOLIN
FABACEAE#GENISTA CORSICA#LUTEOLIN#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE
FABACEAE#GENISTA DEPRESSA#LUTEOLIN
FABACEAE#GENISTA JANUENSIS#LUTEOLIN
FABACEAE#GENISTA MORISII#LUTEOLIN#LUTEOLIN-3-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
FABACEAE#GENISTA OVATA#LUTEOLIN
FABACEAE#GENISTA RUMELICA#LUTEOLIN
FABACEAE#GENISTA SPECIES#GALUTEOLIN
FABACEAE#GENISTA TINCTORIA#GALUTEOLIN#LUTEOLIN#LUTEOLIN-5-O-BETA-D-GALACTOSYL-7-O-BETA-D-XYLOSIDE
FABACEAE#GENISTA TRANSCAUCASICA#LUTEOLIN
FABACEAE#GONOCYTISUS ANGULATUS#LUTEOLIN
FABACEAE#GONOCYTISUS DIRMILENSIS#LUTEOLIN
FABACEAE#HYMENAEA PALUSTRIS#LUTEOLIN
FABACEAE#KUMMEROWIA STRIATA#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-6-C-GLYCOSIDE
FABACEAE#LATHYRUS LAXIFLORUS#LUTEOLIN#LUTEOLIN-7-GLUCURONIDE
FABACEAE#LATHYRUS PRATENSIS#LUTEOLIN#LUTEOLIN-3'-GLUCOSIDE#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE#LUTEOLIN-4'-GLUCOSIDE#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-5-GLUCOSIDE#LUTEOLIN-7-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-DIGLUCOSIDE
FABACEAE#LATHYRUS SATIVUS#LUTEOLIN
FABACEAE#LENS CULINARIS#LUTEOLIN
FABACEAE#LESPEDEZA CUNEATA#LUTEOLIN-6-8-DI-C-GLYCOSIDE
FABACEAE#LESPEDEZA VIRGATA#LUTEOLIN
FABACEAE#LOTUS PEDUNCULATUS#GALUTEOLIN#LUTEOLIN
FABACEAE#LUPINUS ALBUS#LUTEOLIN
FABACEAE#LUPINUS ANGUSTIFOLIUS#LUTEOLIN
FABACEAE#LUPINUS ARBOREUS#LUTEOLIN
FABACEAE#LUPINUS LUTEUS#LUTEOLIN
FABACEAE#LUPINUS LUTEUS_VAR.BELORUSSKII#LUTEOLIN
FABACEAE#LUPINUS POLYPHYLLUS#LUTEOLIN#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE
FABACEAE#LUPINUS SPECIES#LUTEOLIN-7-(6''-MALONYL-GLUCOSIDE)
FABACEAE#LUPINUS SUBCARNOSUS#LUTEOLIN-7-O-BETA-D-DIGLUCOSIDE
FABACEAE#LUPINUS TEXENSIS#LUTEOLIN-7-O-BETA-D-DIGLUCOSIDE
FABACEAE#MACROPTILIUM FRATERNUM#LUTEOLIN-7-O-BETA-D-GALACTOPYRANOSIDE
FABACEAE#MACROPTILIUM PROSTRATUM#LUTEOLIN-7-O-BETA-D-GALACTOPYRANOSIDE
FABACEAE#MACROPTILIUM PSAMMODES#LUTEOLIN-7-O-BETA-D-GALACTOPYRANOSIDE
FABACEAE#MEDICAGO ARABICA#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
FABACEAE#MEDICAGO ARBOREA#LUTEOLIN
FABACEAE#MEDICAGO POLYMORPHA#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
FABACEAE#MEDICAGO RADIATA#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
FABACEAE#MEDICAGO SATIVA_CV.BOJA#LUTEOLIN-7-O-BETA-D-GLUCURONOPYRANOSIDE#LUTEOLIN-7-O-[2-FERULOYL-BETA-D-GLUCURONOPYRANOSYL(1-2)-BETA-D-GLUCURONOPYRANOSYL]-4'-O-BETA-D-GLUCURONOPYRANOSIDE
FABACEAE#MEDICAGO SATIVA_CV.MOAPA#LUTEOLIN#LUTEOLIN,3'-5-DIMETHOXY:#LUTEOLIN,5-METHOXY:
FABACEAE#MEDICAGO STRASSERI#LUTEOLIN
FABACEAE#MUCUNA MEMBRANACEA#LUTEOLIN
FABACEAE#MUCUNA SEMPERVIRENS#LUTEOLIN,8-C-ALPHA-L-ARABINOSYL:
FABACEAE#ONONIS SERRATA#LUTEOLIN
FABACEAE#ONONIS SPINOSA#LUTEOLIN
FABACEAE#ONONIS VAGINALIS#LUTEOLIN 3-4-DIMETHYL ETHER
FABACEAE#OXYTROPIS JORDALII_CV.JORDALII#LUTEOLIN-7-O-BETA-D-DIGLUCOSIDE
FABACEAE#OXYTROPIS MONTICOLA_CV.MONTICOLA#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-DIGLUCOSIDE
FABACEAE#OXYTROPIS VARIANS#LUTEOLIN-7-O-BETA-D-DIGLUCOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
FABACEAE#PARKINSONIA ACULEATA#LUTEOLIN
FABACEAE#PHASEOLUS AUGUSTII#LUTEOLIN-7-O-BETA-D-GALACTOPYRANOSIDE
FABACEAE#PLATYPODIUM ELEGANS#LUTEOLIN
FABACEAE#PROSOPIS ALBA#LUTEOLIN
FABACEAE#PROSOPIS ALBA_VAR.PANTA#LUTEOLIN
FABACEAE#PROSOPIS ALGAROBILLA#LUTEOLIN
FABACEAE#PROSOPIS ALPATACO#LUTEOLIN
FABACEAE#PROSOPIS ARTICULATA#LUTEOLIN
FABACEAE#PROSOPIS CHILENSIS#LUTEOLIN
FABACEAE#PROSOPIS GLANDULOSA_VAR.GLANDULOSA#LUTEOLIN
FABACEAE#PROSOPIS GLANDULOSA_VAR.TORREYANA#LUTEOLIN
FABACEAE#PROSOPIS NIGRA#LUTEOLIN
FABACEAE#PROSOPIS PUGIONATA#LUTEOLIN
