ACANTHACEAE#THOMANDERSIA LAURIFOLIA#CYANIDIN
LAURACEAE#CINNAMOMUM OBTUSIFOLIUM#PROCYANIDIN A-2#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-5
LAURACEAE#CINNAMOMUM SIEBOLDII#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-4#PROCYANIDIN B-5
LAURACEAE#CINNAMOMUM ZEYLANICUM#PROANTHOCYANIDIN#PROCYANIDIN A-2#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-5#PROCYANIDIN C-1
LAURACEAE#ENDIANDRA PALMERSTONI#CYANIDIN
LAURACEAE#LAURUS NOBILIS#PROCYANIDIN B-2#PROCYANIDIN B-4#PROCYANIDIN B-5#PROCYANIDIN B-7
LAURACEAE#LINDERA AGGREGATA#PROCYANIDIN B-2
LAURACEAE#LINDERA UMBELLATA_VAR.MEMBRANACEAE#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-4#PROCYANIDIN TRIMER A#PROCYANIDIN TRIMER B
LAURACEAE#PERSEA AMERICANA#CYANIDIN#CYANIDIN-3-5-O-BETA-D-DIGLUCOSYL-PARA-COUMARATE#CYANIDIN-3-O-ALPHA-L-GALACTOSIDE#PERSEA PROANTHOCYANIDIN#PROCYANIDIN A-1#PROCYANIDIN A-2#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-3#PROCYANIDIN B-4#PROCYANIDIN B-5#PROCYANIDIN C-1#PROCYANIDIN D-1#PROCYANIDIN D-2#PROCYANIDIN E#PROCYANIDIN G
LAURACEAE#PERSEA CAERULEA#PROANTHOCYANIDIN B-1#PROANTHOCYANIDIN B-2
LAURACEAE#PHOEBE CINNAMOMIFOLIA#PROANTHOCYANIDIN
LILIACEAE#ALLIUM ALTAICUM#CYANIDIN-3-O-BETA-(3''-6''-DIMALONYL-GLUCOSIDE)#CYANIDIN-3-O-BETA-(6''-MALONYL-3''-O-BETA-D-GLUCOPYRANOSYL-GLUCOPYRANOSIDE)#CYANIDIN-3-O-BETA-(6''-MALONYL-3''-O-BETA-GLUCOPYRANOSYL-GLUCOPYRANOSIDE)
LILIACEAE#ALLIUM CEPA#3-O-(6''-O-MALONYL-BETA-GLUCOPYRANOSIDE)#3-O-(6''-O-METHYL-MALONYL-BETA-GLUCOPYRANOSIDE)#CYANIDIN BIOSIDE#CYANIDIN DIGLYCOSIDE#CYANIDIN MONOGLYCOSIDE#CYANIDIN,5-CARBOXY-PYRANO:#CYANIDIN,5-CARBOXY-PYRANO: 3-O-(6''-O-METHYL-MALONYL-BETA-GLUCOPYRANOSIDE) METHYL ESTER#CYANIDIN,5-CARBOXY-PYRANO: 3-O-BETA-GLUCOPYRANOSIDE#CYANIDIN-3-4'-DI-O-BETA-GLUCOPYRANOSIDE#CYANIDIN-3-5-DI-O-BETA-GLUCOPYRANOSIDE#CYANIDIN-3-LAMINARIBIOSIDE#CYANIDIN-3-MALONYL-GLUCOSIDE#CYANIDIN-3-MALONYL-LAMINARIBIOSIDE#CYANIDIN-3-O-(3''-O-BETA-GLUCOPRYANOSYL-6''-O-MALONYL-BETA-GLUCOPYRANOSIDE)#CYANIDIN-3-O-(3''-O-BETA-GLUCOPRYANOSYL-6''-O-METHYL-MALONYL-BETA-GLUCOPYRANOSIDE)#CYANIDIN-3-O-(3''-O-BETA-GLUCOPYRANOSYL-6''-O-MALONYL-BETA-GLUCOPYRANOSIDE)-4'-O-BETA-GLUCOPYRANOSIDE#CYANIDIN-3-O-(3''-O-BETA-GLUCOPYRANOSYL-BETA-GLUCOPYRANOSIDE)#CYANIDIN-3-O-(6''-O-MALONYL-BETA-GLUCOPYRANOSIDE)#CYANIDIN-3-O-LAMINARIOBIOSIDE#CYANIDIN-4'-O-BETA-GLUCOPYRANOSIDE#CYANIDIN-7-O-(3''-O-BETA-GLUCOPYRANOSYL-6''-MALONYL-BETA-GLUCOYRANOSIDE)-4'-O-BETA-GLUCOPYRANOSIDE
LILIACEAE#ALLIUM CEPA_CV.KURENAI#CYANIDIN-3-(6''-O-MALONYL)-GLUCOSIDE#CYANIDIN-3-(6''-O-MALONYL)-LAMINARIBIOSIDE#CYANIDIN-3-LAMINARIBIOSIDE
LILIACEAE#ALLIUM CEPA_CV.RUBY#CYANIDIN-3-O-BETA-D-DIGLUCOSIDE
LILIACEAE#ALLIUM CEPA_CV.SOUTHPORT#CYANIDIN-3-O-BETA-D-DI-GLUCOSIDE
LILIACEAE#ALLIUM CEPA_VAR.VIVIPARUM#CYANIDIN-3-O-BETA-(3''-6''-DIMALONYL-GLUCOSIDE)#CYANIDIN-3-O-BETA-(3''-BETA-D-GLUCOSYL-GLUCOSIDE)#CYANIDIN-3-O-BETA-(6''-MALONYL-3''-O-BETA-D-GLUCOPYRANOSYL-GLUCOPYRANOSIDE)#CYANIDIN-3-O-BETA-(6''-MALONYL-3''-O-BETA-GLUCOPYRANOSYL-GLUCOPYRANOSIDE)
LILIACEAE#ALLIUM SATIVUM#CYANIDIN-3-(3''-6''-DIMALONYL-GLUCOSIDE)#CYANIDIN-3-(6''-MALONYL-GLUCOSIDE)
LILIACEAE#ALLIUM SCHOENOPRASUM#CYANIDIN-3-(3-6-DIMALONYL-GLUCOSIDE)#CYANIDIN-3-(6-MALONYL-GLUCOSIDE)#CYANIDIN-3-O-(3-O-ACETYL-BETA-GLUCOSIDE)-(KAEMPFEROL-3-O-(2-O-BETA-GLUCOSYL-BETA-GLUCOSIDE)-7-O-(METHYL-O-BETA-GLUCOSIDURONIC ACID)) MALONATE#CYANIDIN-3-O-(3-O-ACETYL-BETA-GLUCOSIDE)-(KAEMPFEROL-3-O-(2-O-BETA-GLUCOSYL-BETA-GLUCOSIDE)-7-O-BETA-GLUCOSIDURONIC ACID) MALONATE#CYANIDIN-3-O-BETA-(3''-6''-DIMALONYL-GLUCOSIDE)#CYANIDIN-3-O-BETA-(3''-O-BETA-D-GLUCOSYL-GLUCOSIDE)#CYANIDIN-3-O-BETA-(6''-MALONYL-3''-O-BETA-D-GLUCOPYRANOSYL-GLUCOPYRANOSIDE)#CYANIDIN-3-O-BETA-(6''-MALONYL-3''-O-BETA-GLUCOPYRANOSYL-GLUCOPYRANOSIDE)#CYANIDIN-3-O-BETA-(6''-MALONYL-GLUCOPYRANOSIDE)#CYANIDIN-3-O-BETA-GLUCOSIDE-(KAEMPFEROL-3-O-(2-O-BETA-GLUCOSYL-BETA-GLUCOSIDE)-7-O-(METHYL-O-BETA-D-GLUCOSIDURONIC ACID)) MALONATE#CYANIDIN-3-O-BETA-GLUCOSIDE-(KAEMPFEROL-3-O-(2-O-BETA-GLUCOSYL-BETA-GLUCOSIDE)-7-O-BETA-GLUCOSIDURONIC ACID) MALONATE
LILIACEAE#ALLIUM VICTORIALIS#CYANIDIN-3-O-(3''-6''-O-DIMALONYL-BETA-GLUCOPYRANOSIDE)#CYANIDIN-3-O-(3''-O-MALONYL-BETA-GLUCOPYRANOSIDE)
LILIACEAE#ALSTROEMERIA AURANTIACA#CYANIDIN-3-O-BETA-D-RUTINOSIDE#CYANIDIN-3-RUTINOSIDE,6-HYDROXY:
LILIACEAE#ALSTROEMERIA LIGTU_VAR.ANGUSTIFOLIA_X_A.HAEMANTHA_FRESH#CYANIDIN-3-O-BETA-D-RUTINOSIDE#CYANIDIN-3-RUTINOSIDE,6-HYDROXY:
LILIACEAE#ALSTROEMERIA PELEGRINA_VAR.ROSEA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
LILIACEAE#ALSTROEMERIA PULCHELLA#CYANIDIN-3-O-BETA-D-RUTINOSIDE#CYANIDIN-3-RUTINOSIDE,6-HYDROXY:
LILIACEAE#ALSTROEMERIA SPECIES#CYANIDIN,6-HYDROXY: 3-MALONYL-GLUCOSIDE#CYANIDIN,6-HYDROXY: 3-RUTINOSIDE#CYANIDIN-3-MALONYL-GLUCOSIDE#CYANIDIN-3-RUTINOSIDE
LILIACEAE#ALSTROEMERIA SPECIES_CV.RED#CYANIDIN,6-HYDROXY: 3-MONOGLUCOSIDE#CYANIDIN,6-HYDROXY: 3-RUTINOSIDE#CYANIDIN-3-O-BETA-D-RUTINOSIDE
LILIACEAE#ALSTROEMERIA SPECIES_CV.TIARA#CYANIDIN,6-HYDROXY: 3-O-(6-O-MALOYL)-BETA-D-GLUCOPYRANOSIDE#CYANIDIN,6-HYDROXY: 3-RUTINOSIDE#CYANIDIN-3-MALONYL-GLUCOSIDE#CYANIDIN-3-RUTINOSIDE
LILIACEAE#ALSTROEMERIA SPECIES_CV.WESTLAND#CYANIDIN,6-HYDROXY: 3-GLUCOSIDE#CYANIDIN,6-HYDROXY: 3-MALONYL-GLUCOSIDE#CYANIDIN,6-HYDROXY: 3-RUTINOSIDE#CYANIDIN-3-MALONYL-GLUCOSIDE#CYANIDIN-3-RUTINOSIDE
LILIACEAE#ALSTROEMERIA VIOLACEA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
LILIACEAE#ASPARAGUS OFFICINALIS#CYANIDIN-3-RHAMNOSYL-GLUCOSYL-GLUCOSIDE
LILIACEAE#HYACINTHUS ORIENTALIS_CV.DELFT#CYANIDIN-3-O-(6-O-TRANS-PARA-COUMAROYL-BETA-D-GLUCOSIDE)-5-O-(6-O-MALONYL-BETA-D-GLUCOSIDE)#CYANIDIN-3-O-(6-O-TRANS-PARA-COUMAROYL-BETA-D-GLUCOSIDE)-5-O-6-O-MALONYL-BNETA-D-GLUCOSIDE)
LILIACEAE#HYACINTHUS ORIENTALIS_CV.DELFTJAPAN#CYANIDIN-3-O-(6-O-TRANS-PARA-COUMAROYL-BETA-D-GLUCOSIDE)-5-O-(6-O-MALONYL-BETA-D-GLUCOSIDE)#CYANIDIN-3-O-(6-O-TRANS-PARA-COUMAROYL-BETA-D-GLUCOSIDE)-5-O-6-O-MALONYL-BNETA-D-GLUCOSIDE)#CYANIDIN-3-O-(6-O-TRANS-PARA-COUMAROYL-BETA-D-GLUCOSIDE)-5-O-BETA-D-GLUCOSIDE
LILIACEAE#HYACINTHUS ORIENTALIS_CV.HOLLY#CYANIDIN-3-O-(6-O-TRANS-PARA-COUMAROYL-BETA-D-GLUCOSIDE)-5-O-(6-O-MALONYL-BETA-D-GLUCOSIDE)
LILIACEAE#LILIUM LONGIFLORUM#CYANIDIN-3-O-BETA-D-RUTINOSIDE#CYANIDIN-3-O-BETA-RUTINOSIDE-7-O-BETA-GLUCOSIDE
LILIACEAE#TRICYRTIS FORMOSANA#CYANIDIN,8-C-(6-O-TRANS-SINAPOYL)-BETA-D-GLUCOPYRANOSYL: 3-O-6-0-MALONYL-BETA-D-GLUCOPYRANOSIDE#CYANIDIN,8-C-GLUCOSYL: 3-O-(MALONYL-GLUCOSIDE)#CYANIDIN-3-MALONYL-GLUCOSIDE
LILIACEAE#TRICYRTIS FORMOSANA_CV.FUJIMUSUME#CYANIDIN,8-C-BETA-D-GLUCOPYRANOSYL: 3-O-(6-O-MALONYL)-BETA-D-GLUCOPYRANOSIDE
LILIACEAE#TRITELEIA BRIDGESII#CYANIDIN-3-PARA-COUMAROYL-GLUCOSYL-PARA-COUMAROYL-GLUCOSIDE-5-MALONYL-GLUCOSIDE
LILIACEAE#TULIPA SPECIES_CV.QUEEN#CYANIDIN-3-O-(6''-O-ALPHA-ALPHA-RHAMNOPYRANOSYL-BETA-GLUCOPYRANOSIDE):#CYANIDIN-3-O-[6''-(2''-O-ACETYL-ALPHA-RHAMNOPYRANOSYL)-BETA-GLUCOPYRANOSIDE]:
LILIACEAE#URGINEA MARITIMA#CYANIDIN TRIGLUCOSIDE
LILIACEAE#URGINEA MARITIMA_VAR.RUBRA#CYANIDIN#CYANIDIN TRIGLUCOSIDE
LINACEAE#CTENOLOPHON ENGLERIANUS#CYANIDIN
LINACEAE#LINUM GRANDIFLORUM_CV.SCARLET#CYANIDIN-3-O-BETA-D-RUTINOSIDE
LINACEAE#LINUM USITATISSIMUM_GENOTYPE_AD-NF#CYANIDIN-3-O-BETA-D-RUTINOSIDE
LINACEAE#LINUM USITATISSIMUM_GENOTYPE_AD-NF-LM#CYANIDIN-3-O-BETA-D-RUTINOSIDE#CYANIDIN-3-TRIGLUCOSIDE
LINACEAE#LINUM USITATISSIMUM_GENOTYPE_AD-NG#CYANIDIN-3-O-BETA-D-GLUCOSYL-RUTINOSIDE
LINACEAE#LINUM USITATISSIMUM_GENOTYPE_AD-NG-NG#CYANIDIN-3-GLUCOSYL-RUTINOSIDE
LINACEAE#VANTANEA PERUVIANA#OURATEA PROANTHOCYANIDIN A
LOGANIACEAE#ANTHOCLEISTA VOGELII#CYANIDIN
LOGANIACEAE#STRYCHNOS MIMFIENSIS#CYANIDIN
LOGANIACEAE#STRYCHNOS TRICALYSIOIDES#CYANIDIN
LORANTHACEAE#LORANTHUS LONGIFLORUS#LEUCOCYANIDIN
LORANTHACEAE#TAXILLUS KAEMPFERI#PROCYANIDIN B-1#PROCYANIDIN B-3
LOWIACEAE#ORCHIDANTHA MAXILLARIOIDES#CYANIDIN
LYTHRACEAE#LYTHRUM SALICARIA#CYANIDIN-3-GALACTOSIDE
LYTHRACEAE#WOODFORDIA FLORIBUNDA#CYANIDIN-3-5-DI-O-BETA-D-GLUCOSIDE
MALVACEAE#ABUTILON INDICUM#CYANIDIN-3-O-BETA-D-RUTINOSIDE
MALVACEAE#ABUTILON THEOPHRASTI#CYANIDIN
MALVACEAE#ALTHAEA ROSEA#CYANIDIN-3-7-O-BETA-D-DIGLUCOSIDE#CYANIDIN-3-O-BETA-D-GLUCOXYLOSIDE
MALVACEAE#GOSSYPIUM ARBOREUM#CYANIDIN GLYCOSIDE
MALVACEAE#GOSSYPIUM HIRSUTUM#CYANIDIN GLYCOSIDE#LEUCOCYANIDIN
MALVACEAE#GOSSYPIUM SPECIES#CYANIDIN#LEUCOCYANIDIN
MALVACEAE#HIBISCUS ABELMOSCHUS#CYANIDIN-3-SAMBUBIOSIDE
MALVACEAE#HIBISCUS BRACKENRIDGEI#CYANIDIN-3-SAMBUBIOSIDE
MALVACEAE#HIBISCUS CANNABINUS#CYANIDIN-3-O-BETA-D-GLUCOSYL(1-4)-BETA-D-XYLOSIDE
MALVACEAE#HIBISCUS CANNABINUS_CV.UZBEKSKII#PROCYANIDIN B-5#PROCYANIDIN B-6
MALVACEAE#HIBISCUS ESCULENTUS#CYANIDIN-3-O-BETA-D-GLUCOSYL-4'-GLUCOSIDE#CYANIDIN-3-SAMBUBIOSIDE#CYANIDIN-4'-O-BETA-D-GLUCOSIDE
MALVACEAE#HIBISCUS MUTABILIS#CYANIDIN#CYANIDIN-3-SAMBUBIOSIDE
MALVACEAE#HIBISCUS ROSA-SINENSIS#CYANIDIN#CYANIDIN DIGLUCOSIDE#CYANIDIN-3-O-BETA-D-SOPHOROSIDE-5-O-BETA-D-GLUCOSIDE
MALVACEAE#HIBISCUS SABDARIFFA#CYANIDIN-3-SAMBUBIOSIDE
MALVACEAE#HIBISCUS SABDARIFFA_VAR.ALTISSIMA#CYANIDIN-3-(2-G-GLUCOSYL-RUTINOSIDE)
MALVACEAE#HIBISCUS SYRIACUS#CYANIDIN-3-MALONYL-GLUCOSIDE#CYANIDIN-3-O-BETA-D-(6''-O-MALONYL)-GLUCOSIDE
MALVACEAE#HIBISCUS TILIACEUS#CYANIDIN-3-SOPHOROSIDE
MALVACEAE#MALVA SYLVESTRIS#CYANIDIN-3-5-DIGLUCOSIDE
MALVACEAE#MALVAVISCUS ARBOREUS#CYANIDIN-3-5-BETA-D-DIGLUCOSIDE#CYANIDIN-3-O-BETA-GLUCOXYLOSYL-5-O-BETA-D-GLUCOSIDE
MALVACEAE#THESPESIA POPULNEA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
MARANTACEAE#ISCHNOSIPHON AROUMA#CYANIDIN
MARANTACEAE#STROMANTHE SANGUINEA#CYANIDIN#CYANIDIN-3-O-BETA-D-RUTINOSIDE
MARTYNIACEAE#MARTYNIA ANNUA#CYANIDIN-3-O-ALPHA-L-GALACTOSIDE
MEDUSANDRACEAE#SOYAUXIA TALBOTII#CYANIDIN
MELASTOMATACEAE#MELASTOMA CANDIDUM#PROCYANIDIN B-2
MELASTOMATACEAE#MEMECYLON MEMBRANIFOLIUM#CYANIDIN
MELIACEAE#CARAPA PROCERA#CYANIDIN
MELIACEAE#TRICHILIA SPLENDIDA#CYANIDIN
MELIACEAE#TRICHILIA ZENKERI#CYANIDIN
MONIMIACEAE#GLOSSOCALYX LONGICUSPUS#CYANIDIN
MORACEAE#ARTOCARPUS INTEGRIFOLIA#PROCYANIDIN B-3#PROCYANIDIN C-1
MORACEAE#BOSQUEIA PHOBEROS#CYANIDIN
MORACEAE#CECROPIA GLAZIOVII#PROCYANIDIN B-2#PROCYANIDIN B-5#PROCYANIDIN C-1
MORACEAE#CECROPIA HOLOLEUCA#PROCYANIDIN B-2#PROCYANIDIN C-1
MORACEAE#FICUS BENGHALENSIS#LEUCOCYANIDIN-3-O-BETA-D-GALACTOSYL CELLOBIOSIDE, DIMETHOXY:
MORACEAE#FICUS EXASPERATA#CYANIDIN
MORACEAE#MUSANGA CECROPIOIDES#PROCYANIDIN B-2#PROCYANIDIN C-1
MUSACEAE#ENSETE EDULE#CYANIDIN
MUSACEAE#MUSA SAPIENTUM_VAR.PARADISIACA#LEUCOCYANIDIN
MUSACEAE#MUSA ZEBRINA#CYANIDIN#CYANIDIN-3-O-BETA-D-RUTINOSIDE
MUSACEAE#STRELITZIA AUGUSTA#CYANIDIN
MUSACEAE#STRELITZIA NICOLAI#CYANIDIN
MUSACEAE#STRELITZIA REGINAE#CYANIDIN
MYRICACEAE#MYRICA RUBRA#CYANIDIN,6-HYDROXY: 3-O-BETA-D-GLUCOSIDE
MYRISTICACEAE#COELOCARYON PREUSSII#CYANIDIN
MYRISTICACEAE#IRYANTHERA MEGISTOPHYLLA#PROCYANIDIN B-2
MYRISTICACEAE#KNEMA GLOBULARIS#PROANTHOCYANIDIN
MYRISTICACEAE#MYRISTICA FRAGRANS#CYANIDIN
MYRISTICACEAE#SCYPHOCEPHALIUM MANNII#CYANIDIN
MYRISTICACEAE#STAUDTIA STIPITATA#CYANIDIN
MYRTACEAE#EUCALYPTUS ALBA#PROCYANIDIN B-7
MYRTACEAE#EUCALYPTUS CAMALDULENSIS#PROANTHOCYANIDIN#PROCYANIDIN
MYRTACEAE#EUCALYPTUS GLOBULUS#PROANTHOCYANIDIN#PROCYANIDIN B-2,3'-O-GALLOYL:
MYRTACEAE#EUCALYPTUS KINO#CYANIDIN
MYRTACEAE#EUCALYPTUS RUDIS#PROANTHOCYANIDIN
MYRTACEAE#EUCALYPTUS SIDEROXYLON#CYANIDIN
MYRTACEAE#EUCALYPTUS TERETICORNIS#CYANIDIN
MYRTACEAE#EUGENIA CASTANEA#PROCYANIDIN
MYRTACEAE#EUGENIA CHOAPAMENSIS#PROCYANIDIN
MYRTACEAE#EUGENIA DOUBLEDAYI#PROCYANIDIN
MYRTACEAE#EUGENIA GLOMERATA#PROCYANIDIN
MYRTACEAE#EUGENIA GRANDIS#PROCYANIDIN
MYRTACEAE#EUGENIA HIRTA#PROCYANIDIN
MYRTACEAE#EUGENIA LEUCOXYLON#PROCYANIDIN
MYRTACEAE#EUGENIA MUGIENSIS#PROCYANIDIN
MYRTACEAE#EUGENIA PAPILLOSA#PROCYANIDIN
MYRTACEAE#EUGENIA PRASINA#PROCYANIDIN
MYRTACEAE#EUGENIA SPICATA#PROCYANIDIN
MYRTACEAE#EUGENIA UNIFLORA#PROCYANIDIN
MYRTACEAE#EUGENIA VIRENS#PROCYANIDIN
MYRTACEAE#MYRTUS COMMUNIS#CYANIDIN-3-5-DIGLUCOSIDE
MYRTACEAE#PSIDIUM GUAJAVA#LEUCOCYANIDIN#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-3
MYRTACEAE#RHODOMYRTUS TOMENTOSA#CYANIDIN-3-O-GALACTOSIDE
MYRTACEAE#SYZYGIUM AROMATICUM#PROCYANIDIN
NYMPHAEACEAE#NYMPHAEA MARLIACEA_VAR.ESCARBOUCLE#CYANIDIN-3-O-(2''-O-GALLOYL-6''-O-ACETYL-BETA-GALACTOPYRANOSIDE)
NYMPHAEACEAE#VICTORIA AMAZONICA#CYANIDIN,3-O-(2''-O-GALLOYL-BETA-D-GALACTOPYRANOSIDE)
NYMPHAEACEAE#VICTORIA CRUZIANA#CYANIDIN,3-O-(2''-O-GALLOYL-BETA-D-GALACTOPYRANOSIDE)
OCHNACEAE#LOPHIRA ALATA#CYANIDIN
OCHNACEAE#OURATEA AFFINIS#CYANIDIN
OCHNACEAE#OURATEA CALANTHA#CYANIDIN
OLACACEAE#COULA EDULIS#CYANIDIN
OLACACEAE#HEISTERIA PALLIDA#OURATEA PROANTHOCYANIDIN A
OLACACEAE#HEISTERIA PARVIFOLIA#CYANIDIN
OLACACEAE#STROMBOSIA PUSTULATA#CYANIDIN
OLACACEAE#STROMBOSIA SCHEFFLERI#CYANIDIN
OLACACEAE#STROMBOSIOPSIS TETRANDRA#CYANIDIN
OLACACEAE#XIMENIA AMERICANA_VAR.CAFFRA#PROCYANIDIN B-2#PROCYANIDIN B-5
OLEACEAE#LIGUSTRUM LUCIDUM#CYANIDIN-3-O-BETA-D-RUTINOSIDE
OLEACEAE#OLEA EUROPAEA#CYANIDIN#CYANIDIN-3-O-BETA-D-GLUCOSYL-RUTINOSIDE#CYANIDIN-3-O-BETA-D-RUTINOSIDE
OLEACEAE#OLEA EUROPAEA_CV.MANZANILLO#CYANIDIN CHLORIDE
OLEACEAE#OLEA WELWITSCHII#CYANIDIN
ONAGRACEAE#EPILOBIUM ROSMARINIFOLIUM#CYANIDIN
ONAGRACEAE#OENOTHERA BIENNIS#PROCYANIDIN B-1#PROCYANIDIN B-3#PROCYANIDIN GALLATE
ORCHIDACEAE#ANACAMPTIS PYRAMIDALIS_VAR.TANAYENSIS#CYANIDIN-3-O-BETA-(6''-O-OXALYL)-GLUCOSIDE
ORCHIDACEAE#CEPHALANTHERA RUBRA#CYANIDIN-3-O-BETA-(6''-O-OXALYL)-GLUCOSIDE
ORCHIDACEAE#DACTYLORHIZA FUCHSII#CYANIDIN-3-O-BETA-(6''-O-OXALYL)-GLUCOSIDE
ORCHIDACEAE#DACTYLORHIZA MAJALIS#CYANIDIN-3-O-BETA-(6''-O-OXALYL)-GLUCOSIDE
ORCHIDACEAE#DACTYLORHIZA TRAUNSTEINERI#CYANIDIN-3-O-BETA-(6''-O-OXALYL)-GLUCOSIDE
ORCHIDACEAE#DENDROBIUM PHALAENOPSIS#CYANIDIN-3-O-BETA-D-GLUCOPYRANOSIDE-3'-7-O-DI-[6-O-(TRANS-SINAPYL)-BETA-D-GLUCOPYRANOSIDE#CYANIDIN-3-O-[6-O-(MALONY)-BETA-D-GLUCOPYRANOSIDE]-3'-7-O-DI-[6-O-(TRANS-SINAPYL)-BETA-D-GLUCOPYRANOSIDE]
ORCHIDACEAE#DENDROBIUM PHALAENOPSIS_CV.PRAMOT#CYANIDIN-3-O-(6-O-MALONYL)-BETA-D-GLUCOPYRANOSIDE-3'-7-DI-O-[6-O-(4-O-(BETA-D-GLUCOPYRANOSYL)-OXY-BENZOYL]-BETA-D-GLUCOPYRANOSIDE)
ORCHIDACEAE#DRACULA CHIMAERA#CYANIDIN-3-O-(6''-O-ALPHA-RHAMNOPYRANOSYL-BETA-GLUCOPYRANOSIDE)#CYANIDIN-3-O-(6''-O-MALONYL-BETA-GLUCOPYRANOSIDE
ORCHIDACEAE#EPIPACTIS ATRORUBENS#CYANIDIN-3-O-BETA-(8''-O-OXALYL)-GLUCOSIDE
ORCHIDACEAE#GYMNADENIA CONOPEA#CYANIDIN-3-O-BETA-(6''-O-OXALYL)-GLUCOSIDE
ORCHIDACEAE#LAELIOCATTLEYA SPECIES#CYANIDIN-3-MALONYL-GLUCOSIDE-7-CAFFEOYL-GLUCOSIDE-3'-GLUCOSYL-CAFFEOYL-GLUCOSYL-CAFFEOYL-GLUCOSIDE#CYANIDIN-3-MALONYL-GLUCOSIDE-7-[6-PARA-COUMAROYL-GLUCOSIDE]-3'-[6-(4-(6-PARA-COUMAROYL-GLUCOSYL)-PARA-COUMAROYL)-GLUCOSIDE]#CYANIDIN-3-O-[6-O-(MALONYL)-BETA-D-GLUCOPYRANOSIDE]-7-O-[6-O-(TRANS-HYDROXY-CINNAMOYL)-BETA-D-GLUCOPYRANOSIDE]-3'-O-[6-O-(TRANS-4-O-(6-O-(TRANS-HYDROXY-CINNAMOYL)-BETA-D-GLUCOPYRANOSYL)-HYDROXY-CINNAMOYL)-BETA-D-GLUCOPYRANOSIDE]#CYANIDIN-3-O-[6-O-(MALONYL)-BETA-D-GLUCOPYRANOSIDE]-7-O-[6-O-(TRANS-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSIDE]-3'-O-[6-O-(TRANS-4-O-(6-O-(TRANS-CAFFEOYL)-BETA-D-GLUCOPYRANOSYL)-CAFFEOYL)-BETA-D-GLUCOPYRANOSIDE]#CYANIDIN-3-O-[6-O-MALONYL-BETA-D-GLUCOPYRANOSIDE]-7-O-[6-O-(TRANS-CAFFEOYL)-BETA-D-GLUCOPYRANOSIDE]-3'-O-[6-O-(TRANS-4-O-(6-O-(TRANS-CAFFEOYL)-BETA-D-GLUCOPYRANOSYL)-CAFFEOYL)-BETA-D-GLUCOPYRANOSIDE]#CYANIDIN-3-O-[6-O-MALONYL-BETA-D-GLUCOPYRANOSIDE]-7-O-[6-O-(TRANS-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSIDE]-3'-O-[6-O-(TRANS-4-O-(6-O-(TRANS-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSYL)-CAFFEOYL)-BETA-D-GLUCOPYRANOSIDE]
ORCHIDACEAE#LAELIOCATTLEYA SPECIES_CV.MINI-PURPLE#CYANIDIN-3-O-[6-O-(MALONYL)-BETA-D-GLUCOPYRANOSIDE]-7-O-[6-O-(TRANS-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSIDE]-3'-O-[6-O-[TRANS-4-O-[6-O-(TRANS-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSYL]-PARA-COUMAROYL]-BETA-D-GLUCOPYRANOSIDE]
ORCHIDACEAE#NEOTTIANTHE CUCULLATA#CYANIDIN-3-O-BETA-(6''-O-OXALYL)-GLUCOSIDE
ORCHIDACEAE#NIGRITELLA LITHOPOLITANICA_SSP.CORNELIANA#CYANIDIN-3-O-BETA-(6''-O-OXALYL)-GLUCOSIDE
ORCHIDACEAE#NIGRITELLA LITHOPOLITANICA_SSP.LITHOPOLITANICA#CYANIDIN-3-O-BETA-(6''-O-OXALYL)-GLUCOSIDE
ORCHIDACEAE#NIGRITELLA MINIATA#CYANIDIN-3-O-BETA-(6''-O-OXALYL)-GLUCOSIDE
ORCHIDACEAE#NIGRITELLA NIGRA#CYANIDIN-3-O-BETA-(6''-O-OXALYL)-GLUCOSIDE
ORCHIDACEAE#NIGRITELLA NIGRA_X_GYMNADENIA_CONOSEA#CYANIDIN-3-O-BETA-(6''-O-OXALYL)-GLUCOSIDE
ORCHIDACEAE#OPHRYS INSECTIFERA#CYANIDIN-3-O-BETA-(6''-O-OXALYL)-GLUCOSIDE
ORCHIDACEAE#ORCHIS MASCULA#CYANIDIN-3-O-BETA-(6''-O-OXALYL)-GLUCOSIDE
ORCHIDACEAE#ORCHIS MILITARIS#CYANIDIN-3-O-BETA-(6''-O-OXALYL)-GLUCOSIDE
ORCHIDACEAE#ORCHIS MORIO#CYANIDIN-3-O-BETA-(6''-O-OXALYL)-GLUCOSIDE
